,sentence_id,words,labels,ner_tags
37783,10779,gst,O,0
37784,10779,8400,O,0
37785,10780,gst,O,0
37786,10780,58,O,0
37787,10781,total,O,0
37788,10781,0,O,0
37789,10781,supplies,O,0
37790,10781,ine,O,0
37791,10781,gst,O,0
37792,10781,89083,O,0
37793,10782,total,O,0
37794,10782,gx,O,0
37795,10782,supplies,O,0
37796,10782,210,O,0
37797,10783,total,O,0
37798,10783,payable,O,0
37799,10783,11046,B-TOT,7
37800,10784,be,O,0
37801,10786,e0f,O,0
37802,10787,received,O,0
37803,10787,above,O,0
37804,10787,goods,O,0
37805,10787,in,O,0
37806,10787,good,O,0
37807,10787,order,O,0
37808,10787,condition,O,0
37809,10788,the,O,0
37810,10788,recipient,O,0
37811,10788,of,O,0
37812,10788,gardenias,O,0
37813,10788,products,O,0
37814,10788,1,O,0
37815,10789,required,O,0
37816,10789,make,O,0
37817,10789,necessary,O,0
37818,10789,adjustments,O,0
37819,10789,its,O,0
37820,10790,input,O,0
37821,10790,tax,O,0
37822,10790,claws,O,0
37823,10790,on,O,0
37824,10790,basic,O,0
37825,10790,of,O,0
37826,10791,adjustments,O,0
37827,10791,shown,O,0
37828,10791,in,O,0
37829,10791,this,O,0
37830,10791,tax,O,0
37831,10791,invoice,O,0
37832,10792,adjustment,O,0
37833,10792,note,O,0
37834,10792,ee,O,0
37835,10793,customers,O,0
37836,10793,copy,O,0
37837,10794,t,O,0
37838,10801,gardenia,B-ORG,1
37839,10801,bakeries,I-ORG,2
37840,10801,kl,I-ORG,2
37841,10801,sdn,I-ORG,2
37842,10801,bild,O,0
37843,10801,139386,O,0
37844,10801,x,O,0
37845,10812,lot,B-ADD,3
37846,10812,3,I-ADD,4
37847,10812,jalan,I-ADD,4
37848,10812,pelabur,I-ADD,4
37849,10812,231,I-ADD,4
37850,10823,40300,I-ADD,4
37851,10823,shah,I-ADD,4
37852,10823,alam,I-ADD,4
37853,10823,selangor,I-ADD,4
37854,10830,tel,O,0
37855,10830,03,O,0
37856,10830,55423228,O,0
37857,10830,bax03,O,0
37858,10830,55423213,O,0
37859,10831,gst,O,0
37860,10831,ld,O,0
37861,10831,000381399040,O,0
37862,10832,tax,O,0
37863,10832,invoice,O,0
37864,10832,adjustment,O,0
37865,10832,note,O,0
37866,10833,cash,O,0
37867,10833,inv,O,0
37868,10833,no,O,0
37869,10833,7015f710,O,0
37870,10834,veos,O,0
37871,10834,14,O,0
37872,10834,date,O,0
37873,10834,15102017,B-TIM,5
37874,10835,nakassar,O,0
37875,10835,fresh,O,0
37876,10835,market,O,0
37877,10835,sdn,B-ORG,1
37878,10835,bhd,I-ORG,2
37879,10802,ground,O,0
37880,10802,floor,O,0
37881,10802,no,O,0
37882,10802,4,O,0
37883,10802,6,O,0
37884,10803,jalan,B-ADD,3
37885,10803,ss,O,0
37886,10803,1548,O,0
37887,10804,47500,O,0
37888,10804,subang,O,0
37889,10804,jaya,O,0
37890,10804,selangor,B-ADD,3
37891,10805,veos,O,0
37892,10805,ridzuan,O,0
37893,10805,11900,O,0
37894,10806,dd,O,0
37895,10806,15102017,B-TIM,5
37896,10806,1054,O,0
37897,10807,i,O,0
37898,10807,lon,O,0
37899,10807,up,O,0
37900,10807,iss,O,0
37901,10807,ame,O,0
37902,10807,crm,O,0
37903,10808,oc,O,0
37904,10808,cwhite,O,0
37905,10808,213,O,0
37906,10808,4,O,0
37907,10808,8,O,0
37908,10808,639,O,0
37909,10809,who,O,0
37910,10809,fmeal,O,0
37911,10809,278,O,0
37912,10809,4,O,0
37913,10809,834,O,0
37914,10810,0,O,0
37915,10810,jumbo,O,0
37916,10810,297,O,0
37917,10810,ao,O,0
37918,10810,188,O,0
37919,10811,,O,0
37920,10813,total,O,0
37921,10813,0,O,0
37922,10813,supplies,O,0
37923,10813,2661,O,0
37924,10814,crchoclt,O,0
37925,10814,72,O,0
37926,10814,e,O,0
37927,10814,y,O,0
37928,10815,16,O,0
37929,10816,crcorn,O,0
37930,10816,872,O,0
37931,10816,og,O,0
37932,10816,01,O,0
37933,10816,2822,O,0
37934,10817,total,O,0
37935,10817,6,O,0
37936,10817,supplies,O,0
37937,10817,excl,O,0
37938,10817,gt,O,0
37939,10817,288,O,0
37940,10818,st,O,0
37941,10818,017,O,0
37942,10819,total,O,0
37943,10819,6,O,0
37944,10819,supplies,O,0
37945,10819,inc,O,0
37946,10819,gt,O,0
37947,10819,305,O,0
37948,10820,total,O,0
37949,10820,d,O,0
37950,10820,supplies,O,0
37951,10820,2661,O,0
37952,10821,total,O,0
37953,10821,payable,O,0
37954,10821,2356,B-TOT,7
37955,10822,e8e,O,0
37956,10824,received,O,0
37957,10824,above,O,0
37958,10824,goods,O,0
37959,10824,in,O,0
37960,10824,good,O,0
37961,10824,order,O,0
37962,10824,condition,O,0
37963,10825,the,O,0
37964,10825,recipient,O,0
37965,10825,of,O,0
37966,10825,gardenias,O,0
37967,10825,products,O,0
37968,10825,is,O,0
37969,10826,requi,O,0
37970,10826,make,O,0
37971,10826,necessary,O,0
37972,10826,adjustinents,O,0
37973,10826,its,O,0
37974,10827,input,O,0
37975,10827,to,O,0
37976,10827,claims,O,0
37977,10827,on,O,0
37978,10827,the,O,0
37979,10827,basic,O,0
37980,10827,of,O,0
37981,10827,th,O,0
37982,10828,adjustnents,O,0
37983,10828,shown,O,0
37984,10828,in,O,0
37985,10828,this,O,0
37986,10828,tax,O,0
37987,10828,invoice,O,0
37988,10829,adjustment,O,0
37989,10829,note,O,0
37990,10836,bs,O,0
37991,10836,s,O,0
37992,10836,bud,O,0
37993,10836,139386,O,0
37994,10836,x,O,0
37995,10847,lot,B-ADD,3
37996,10847,3,I-ADD,4
37997,10847,jalan,I-ADD,4
37998,10847,pelabur,I-ADD,4
37999,10847,231,I-ADD,4
38000,10858,40300,I-ADD,4
38001,10858,shah,I-ADD,4
38002,10858,alam,I-ADD,4
38003,10858,selangor,I-ADD,4
38004,10863,tel,O,0
38005,10863,03,O,0
38006,10863,55423228,O,0
38007,10863,fax03,O,0
38008,10863,5423213,O,0
38009,10864,gst,O,0
38010,10864,ld,O,0
38011,10864,000381399040,O,0
38012,10865,tax,O,0
38013,10865,invoice,O,0
38014,10865,adjustment,O,0
38015,10865,ncte,O,0
38016,10866,cash,O,0
38017,10866,inv,O,0
38018,10866,no,O,0
38019,10866,7014f714,O,0
38020,10867,ve05,O,0
38021,10867,14,O,0
38022,10867,date,O,0
38023,10867,14102017,B-TIM,5
38024,10868,hakassar,O,0
38025,10868,fresh,O,0
38026,10868,market,O,0
38027,10868,sdn,B-ORG,1
38028,10868,bhd,I-ORG,2
38029,10837,ground,O,0
38030,10837,floor,O,0
38031,10837,no,O,0
38032,10837,4,O,0
38033,10837,6,O,0
38034,10838,jalan,B-ADD,3
38035,10838,ss,O,0
38036,10838,1548,O,0
38037,10839,47500,O,0
38038,10839,subang,O,0
38039,10839,jaya,O,0
38040,10839,selangor,B-ADD,3
38041,10840,veos,O,0
38042,10840,ridzuan,O,0
38043,10840,11900,O,0
38044,10841,dd,O,0
38045,10841,14102017,B-TIM,5
38046,10841,lil,O,0
38047,10842,description,O,0
38048,10842,up,O,0
38049,10842,iss,O,0
38050,10842,exc,O,0
38051,10842,d,O,0
38052,10842,sale,O,0
38053,10842,amtcrm,O,0
38054,10843,oc,O,0
38055,10843,mute,O,0
38056,10843,eas,O,0
38057,10843,3,B-ADD,3
38058,10843,1,O,0
38059,10843,2,O,0
38060,10843,426,O,0
38061,10844,whol,O,0
38062,10844,emeal,O,0
38063,10844,a6,O,0
38064,10844,06lu8,O,0
38065,10844,8,O,0
38066,10844,834,O,0
38067,10845,o26,O,0
38068,10845,jumbo,O,0
38069,10845,2297,O,0
38070,10845,3,B-ADD,3
38071,10845,1,O,0
38072,10845,6,O,0
38073,10845,2,O,0
38074,10845,594,O,0
38075,10846,total,O,0
38076,10846,supplies,O,0
38077,10846,1854,O,0
38078,10848,crbscoich,O,0
38079,10848,072,O,0
38080,10848,2,O,0
38081,10848,20,O,0
38082,10848,1440,O,0
38083,10849,total,O,0
38084,10849,6,O,0
38085,10849,supplies,O,0
38086,10849,excl,O,0
38087,10849,gst,O,0
38088,10849,1440,O,0
38089,10850,gst,O,0
38090,10850,086,O,0
38091,10851,total,O,0
38092,10851,6,O,0
38093,10851,supplies,O,0
38094,10851,inc,O,0
38095,10851,gst,O,0
38096,10851,1526,O,0
38097,10852,total,O,0
38098,10852,o,O,0
38099,10852,supplies,O,0
38100,10852,1854,O,0
38101,10853,total,O,0
38102,10853,payable,O,0
38103,10853,3380,B-TOT,7
38104,10854,0e,O,0
38105,10855,paceis,O,0
38106,10855,ved,O,0
38107,10855,above,O,0
38108,10855,goods,O,0
38109,10855,in,O,0
38110,10855,good,O,0
38111,10855,order,O,0
38112,10855,condition,O,0
38113,10856,the,O,0
38114,10856,recipient,O,0
38115,10856,of,O,0
38116,10856,gardenias,O,0
38117,10856,products,O,0
38118,10856,is,O,0
38119,10857,required,O,0
38120,10857,make,O,0
38121,10857,necessary,O,0
38122,10857,adjustments,O,0
38123,10857,ts,O,0
38124,10859,input,O,0
38125,10859,tax,O,0
38126,10859,claims,O,0
38127,10859,on,O,0
38128,10859,basic,O,0
38129,10859,of,O,0
38130,10860,adjustments,O,0
38131,10860,shown,O,0
38132,10860,in,O,0
38133,10860,this,O,0
38134,10860,tax,O,0
38135,10860,invoice,O,0
38136,10861,adjustment,O,0
38137,10861,note,O,0
38138,10862,customers,O,0
38139,10862,copy,O,0
38140,10869,pe,O,0
38141,10869,el,O,0
38142,10880,gardenia,B-ORG,1
38143,10880,bakeries,I-ORG,2
38144,10880,kl,I-ORG,2
38145,10880,sdn,I-ORG,2
38146,10880,bhd,I-ORG,2
38147,10880,139386,O,0
38148,10880,x,O,0
38149,10891,lot,B-ADD,3
38150,10891,3,I-ADD,4
38151,10891,jalan,I-ADD,4
38152,10891,pelabur,I-ADD,4
38153,10891,231,I-ADD,4
38154,10902,40300,I-ADD,4
38155,10902,shah,I-ADD,4
38156,10902,alam,I-ADD,4
38157,10902,selangor,I-ADD,4
38158,10904,tel,O,0
38159,10904,03,O,0
38160,10904,55423228,O,0
38161,10904,fax03,O,0
38162,10904,55423213,O,0
38163,10905,gst,O,0
38164,10905,ld,O,0
38165,10905,000381399040,O,0
38166,10906,tax,O,0
38167,10906,invoice,O,0
38168,10906,adjustnent,O,0
38169,10906,note,O,0
38170,10907,cash,O,0
38171,10907,inv,O,0
38172,10907,no,O,0
38173,10907,7012f715,O,0
38174,10908,vivid,O,0
38175,10908,date,O,0
38176,10908,12102017,B-TIM,5
38177,10870,hakassar,O,0
38178,10870,fresh,O,0
38179,10870,market,O,0
38180,10870,son,O,0
38181,10870,bhd,B-ORG,1
38182,10871,ground,O,0
38183,10871,floor,O,0
38184,10871,no,O,0
38185,10871,4,O,0
38186,10871,6,O,0
38187,10872,ja,O,0
38188,10872,an,O,0
38189,10872,ss,O,0
38190,10872,154b,O,0
38191,10873,4300,O,0
38192,10873,subang,O,0
38193,10873,jaya,O,0
38194,10873,selangor,B-ADD,3
38195,10874,veos,O,0
38196,10874,ridzuan,O,0
38197,10874,11,O,0
38198,10874,500,O,0
38199,10875,dd,O,0
38200,10875,12102017,B-TIM,5
38201,10875,1229,O,0
38202,10876,description,O,0
38203,10876,up,O,0
38204,10876,iss,O,0
38205,10876,ex,O,0
38206,10876,exc,O,0
38207,10876,d,O,0
38208,10876,sale,O,0
38209,10876,amtcrm,O,0
38210,10876,is,O,0
38211,10877,oc,O,0
38212,10877,whites,O,0
38213,10877,gigs,O,0
38214,10877,66,O,0
38215,10877,8,O,0
38216,10877,6,O,0
38217,10877,1278,O,0
38218,10878,wholemeal,O,0
38219,10878,1,O,0
38220,10879,0c,O,0
38221,10879,jumbo,O,0
38222,10879,297,O,0
38223,10879,4,O,0
38224,10879,06,O,0
38225,10879,1286,O,0
38226,10881,total,O,0
38227,10881,0,O,0
38228,10881,amie,O,0
38229,10881,274,O,0
38230,10882,crcorn,O,0
38231,10882,072,O,0
38232,10882,20,O,0
38233,10882,1440,O,0
38234,10883,crbscotch,O,0
38235,10883,72,O,0
38236,10883,5,O,0
38237,10883,072,O,0
38238,10884,sqchocmlt,O,0
38239,10884,84,O,0
38240,10884,0,O,0
38241,10884,756,O,0
38242,10885,a,O,0
38243,10886,bunsbilis,O,0
38244,10886,084,O,0
38245,10886,20,O,0
38246,10886,1680,O,0
38247,10887,scclassic,O,0
38248,10887,184,O,0
38249,10887,8,O,0
38250,10887,oo,O,0
38251,10887,788,O,0
38252,10888,total,O,0
38253,10888,6,O,0
38254,10888,supplies,O,0
38255,10888,an,O,0
38256,10888,gst,O,0
38257,10888,3028,O,0
38258,10889,gst,O,0
38259,10889,182,O,0
38260,10890,1,O,0
38261,10890,6,O,0
38262,10890,supplies,O,0
38263,10890,inc,O,0
38264,10890,gst,O,0
38265,10890,3210,O,0
38266,10892,total,O,0
38267,10892,supplies,O,0
38268,10892,2744,O,0
38269,10893,total,O,0
38270,10893,payable,O,0
38271,10893,5954,B-TOT,7
38272,10894,e0e,O,0
38273,10895,receiver,O,0
38274,10895,ibove,O,0
38275,10895,goods,O,0
38276,10895,in,O,0
38277,10895,good,O,0
38278,10895,order,O,0
38279,10895,condition,O,0
38280,10896,the,O,0
38281,10896,rec,O,0
38282,10896,pient,O,0
38283,10896,of,O,0
38284,10896,gardenias,O,0
38285,10896,products,O,0
38286,10896,is,O,0
38287,10897,required,O,0
38288,10897,make,O,0
38289,10897,necessary,O,0
38290,10897,adjustments,O,0
38291,10897,1ts,O,0
38292,10898,input,O,0
38293,10898,tax,O,0
38294,10898,claims,O,0
38295,10898,on,O,0
38296,10898,basic,O,0
38297,10898,of,O,0
38298,10899,adjustments,O,0
38299,10899,shown,O,0
38300,10899,in,O,0
38301,10899,this,O,0
38302,10899,tax,O,0
38303,10899,invoice,O,0
38304,10900,adjustment,O,0
38305,10900,note,O,0
38306,10900,eas,O,0
38307,10900,7,O,0
38308,10901,sustomers,O,0
38309,10901,c,O,0
38310,10903,ge,O,0
38311,10903,8,O,0
38312,10903,ee,O,0
38313,10903,sb,O,0
38314,10909,gardenia,B-ORG,1
38315,10909,bakeries,I-ORG,2
38316,10909,kl,I-ORG,2
38317,10909,sdn,I-ORG,2
38318,10909,bhd,I-ORG,2
38319,10909,139386,O,0
38320,10909,x,O,0
38321,10920,lot,B-ADD,3
38322,10920,3,I-ADD,4
38323,10920,jalan,I-ADD,4
38324,10920,pelabur,I-ADD,4
38325,10920,231,I-ADD,4
38326,10931,40300,I-ADD,4
38327,10931,shah,I-ADD,4
38328,10931,alam,I-ADD,4
38329,10931,selangor,I-ADD,4
38330,10940,tel,O,0
38331,10940,03,O,0
38332,10940,55423228,O,0
38333,10940,fax03,O,0
38334,10940,55423213,O,0
38335,10941,gst,O,0
38336,10941,ed,O,0
38337,10941,00038,O,0
38338,10941,1399040,O,0
38339,10942,tax,O,0
38340,10942,invoice,O,0
38341,10942,adjustment,O,0
38342,10942,note,O,0
38343,10943,cash,O,0
38344,10943,inv,O,0
38345,10943,no,O,0
38346,10943,7010f714,O,0
38347,10944,date,O,0
38348,10944,10102017,B-TIM,5
38349,10945,lassie,O,0
38350,10945,fresh,O,0
38351,10945,warket,O,0
38352,10945,son,O,0
38353,10945,bhd,B-ORG,1
38354,10910,ground,O,0
38355,10910,floor,O,0
38356,10910,no,O,0
38357,10910,4,O,0
38358,10910,6,O,0
38359,10911,jalan,B-ADD,3
38360,10911,ss,O,0
38361,10911,1548,O,0
38362,10912,47508,O,0
38363,10912,subang,O,0
38364,10912,jaya,O,0
38365,10912,selangor,B-ADD,3
38366,10913,veos,O,0
38367,10913,ridzuan,O,0
38368,10913,11900,O,0
38369,10914,dd,O,0
38370,10914,10102017,B-TIM,5
38371,10914,12307,O,0
38372,10914,7,O,0
38373,10915,ion,O,0
38374,10915,ciupiss,O,0
38375,10915,exc,O,0
38376,10915,d,O,0
38377,10915,sale,O,0
38378,10915,amtcrm,O,0
38379,10916,0c,O,0
38380,10916,white,O,0
38381,10916,23,O,0
38382,10916,3,B-ADD,3
38383,10916,4,O,0
38384,10916,6,O,0
38385,10916,1,O,0
38386,10916,2b,O,0
38387,10917,wholemeal,O,0
38388,10917,278,O,0
38389,10917,q,O,0
38390,10917,008,O,0
38391,10918,0c,O,0
38392,10918,jumbo,O,0
38393,10918,29f,O,0
38394,10918,be,O,0
38395,10918,900,O,0
38396,10919,total,O,0
38397,10919,a,O,0
38398,10919,elie,O,0
38399,10919,2b,O,0
38400,10921,deliciabscotch,O,0
38401,10921,3,B-ADD,3
38402,10921,20,O,0
38403,10921,2,O,0
38404,10921,744,O,0
38405,10922,crcorn,O,0
38406,10922,e,O,0
38407,10922,2,O,0
38408,10922,0,O,0
38409,10922,o,O,0
38410,10922,828,O,0
38411,10922,448,O,0
38412,10923,sqchocmlt,O,0
38413,10923,ose,O,0
38414,10923,te,O,0
38415,10923,0,O,0
38416,10923,8,O,0
38417,10923,12,O,0
38418,10923,1008,O,0
38419,10924,twigc,O,0
38420,10924,drm,O,0
38421,10924,1533,O,0
38422,10924,b18,O,0
38423,10924,sb,O,0
38424,10924,8,O,0
38425,10924,1064,O,0
38426,10925,total,O,0
38427,10925,6,O,0
38428,10925,supplies,O,0
38429,10925,excl,O,0
38430,10925,gst,O,0
38431,10925,2768,O,0
38432,10926,gst,O,0
38433,10926,165,O,0
38434,10927,total,O,0
38435,10927,6,O,0
38436,10927,supplies,O,0
38437,10927,inc,O,0
38438,10927,gst,O,0
38439,10927,2933,O,0
38440,10928,total,O,0
38441,10928,q,O,0
38442,10928,supplies,O,0
38443,10928,23,O,0
38444,10929,total,O,0
38445,10929,payable,O,0
38446,10929,2720,B-TOT,7
38447,10930,e0e,O,0
38448,10932,received,O,0
38449,10932,above,O,0
38450,10932,goods,O,0
38451,10932,in,O,0
38452,10932,good,O,0
38453,10932,order,O,0
38454,10932,condition,O,0
38455,10933,the,O,0
38456,10933,recipient,O,0
38457,10933,of,O,0
38458,10933,gardenias,O,0
38459,10933,products,O,0
38460,10933,1s,O,0
38461,10934,required,O,0
38462,10934,make,O,0
38463,10934,necessary,O,0
38464,10934,adjustments,O,0
38465,10934,its,O,0
38466,10935,input,O,0
38467,10935,tax,O,0
38468,10935,claims,O,0
38469,10935,on,O,0
38470,10935,basic,O,0
38471,10935,of,O,0
38472,10936,adjustments,O,0
38473,10936,shown,O,0
38474,10936,in,O,0
38475,10936,this,O,0
38476,10936,tax,O,0
38477,10936,invoice,O,0
38478,10937,adjustinent,O,0
38479,10937,note,O,0
38480,10938,customers,O,0
38481,10938,copy,O,0
38482,10939,ae,O,0
38483,10939,sa,O,0
38484,10946,gardenia,B-ORG,1
38485,10946,bakeries,I-ORG,2
38486,10946,kl,I-ORG,2
38487,10946,sdn,I-ORG,2
38488,10946,bhd,I-ORG,2
38489,10946,139386,O,0
38490,10946,x,O,0
38491,10957,lot,B-ADD,3
38492,10957,3,I-ADD,4
38493,10957,jalan,I-ADD,4
38494,10957,pelabur,I-ADD,4
38495,10957,231,I-ADD,4
38496,10968,40300,I-ADD,4
38497,10968,shah,I-ADD,4
38498,10968,alam,I-ADD,4
38499,10968,selangor,I-ADD,4
38500,10975,vel,O,0
38501,10975,03,O,0
38502,10975,55423228,O,0
38503,10975,fax03,O,0
38504,10975,55423213,O,0
38505,10976,gst,O,0
38506,10976,ld,O,0
38507,10976,00038,O,0
38508,10976,1399040,O,0
38509,10977,tax,O,0
38510,10977,invoice,O,0
38511,10977,adjustment,O,0
38512,10977,note,O,0
38513,10978,cash,O,0
38514,10978,inv,O,0
38515,10978,no,O,0
38516,10978,7009f714,O,0
38517,10979,date,O,0
38518,10979,09102017,B-TIM,5
38519,10980,lassie,O,0
38520,10980,fresh,O,0
38521,10980,market,O,0
38522,10980,sdn,B-ORG,1
38523,10980,bho,O,0
38524,10947,ground,O,0
38525,10947,floor,O,0
38526,10947,no,O,0
38527,10947,4,O,0
38528,10947,6,O,0
38529,10948,jalan,B-ADD,3
38530,10948,ss,O,0
38531,10948,1548,O,0
38532,10949,47500,O,0
38533,10949,subang,O,0
38534,10949,jaya,O,0
38535,10949,selangor,B-ADD,3
38536,10950,veos,O,0
38537,10950,ridzuan,O,0
38538,10950,11900,O,0
38539,10951,dd,O,0
38540,10951,09102017,B-TIM,5
38541,10951,1236,O,0
38542,10952,description,O,0
38543,10952,up,O,0
38544,10952,iss,O,0
38545,10952,exc,O,0
38546,10952,d,O,0
38547,10952,sale,O,0
38548,10952,ant,O,0
38549,10952,rm,O,0
38550,10952,im,O,0
38551,10953,0c,O,0
38552,10953,white,O,0
38553,10953,243,O,0
38554,10953,38,O,0
38555,10953,3,B-ADD,3
38556,10953,639,O,0
38557,10954,wholemeal,O,0
38558,10954,27,O,0
38559,10954,3,B-ADD,3
38560,10954,0,O,0
38561,10954,556,O,0
38562,10955,0c,O,0
38563,10955,jumbo,O,0
38564,10955,2b,O,0
38565,10955,be,O,0
38566,10955,594,O,0
38567,10956,total,O,0
38568,10956,supplies,O,0
38569,10956,1789,O,0
38570,10958,deliciabscotch,O,0
38571,10958,372,O,0
38572,10958,6,O,0
38573,10958,1116,O,0
38574,10959,crchoclt,O,0
38575,10959,072,O,0
38576,10959,1440,O,0
38577,10960,crb,O,0
38578,10960,scotch,O,0
38579,10960,72,O,0
38580,10960,6,O,0
38581,10960,1440,O,0
38582,10961,total,O,0
38583,10961,6,O,0
38584,10961,supplies,O,0
38585,10961,excl,O,0
38586,10961,gst,O,0
38587,10961,3996,O,0
38588,10962,gst,O,0
38589,10962,239,O,0
38590,10963,total,O,0
38591,10963,6,O,0
38592,10963,supplies,O,0
38593,10963,inc,O,0
38594,10963,gst,O,0
38595,10963,4235,O,0
38596,10964,total,O,0
38597,10964,6,O,0
38598,10964,supplies,O,0
38599,10964,1789,O,0
38600,10965,total,O,0
38601,10965,payable,O,0
38602,10965,6024,B-TOT,7
38603,10966,e0e,O,0
38604,10967,received,O,0
38605,10967,above,O,0
38606,10967,goods,O,0
38607,10967,in,O,0
38608,10967,good,O,0
38609,10967,order,O,0
38610,10967,condition,O,0
38611,10969,the,O,0
38612,10969,recipient,O,0
38613,10969,of,O,0
38614,10969,gardenias,O,0
38615,10969,products,O,0
38616,10969,is,O,0
38617,10970,required,O,0
38618,10970,make,O,0
38619,10970,necessary,O,0
38620,10970,adjustments,O,0
38621,10970,its,O,0
38622,10971,input,O,0
38623,10971,tax,O,0
38624,10971,claims,O,0
38625,10971,on,O,0
38626,10971,basic,O,0
38627,10971,of,O,0
38628,10972,adjustments,O,0
38629,10972,shown,O,0
38630,10972,in,O,0
38631,10972,this,O,0
38632,10972,tax,O,0
38633,10972,invoice,O,0
38634,10973,adjustment,O,0
38635,10973,note,O,0
38636,10974,customers,O,0
38637,10974,copy,O,0
38638,10981,gardenia,B-ORG,1
38639,10981,akeries,O,0
38640,10981,kl,B-ORG,1
38641,10981,sdn,I-ORG,2
38642,10981,bhd,I-ORG,2
38643,10981,1,O,0
38644,10981,139386,O,0
38645,10981,x,O,0
38646,10992,lot,B-ADD,3
38647,10992,3,I-ADD,4
38648,10992,jalan,I-ADD,4
38649,10992,pelabur,I-ADD,4
38650,10992,231,I-ADD,4
38651,11003,40300,I-ADD,4
38652,11003,shah,I-ADD,4
38653,11003,alain,O,0
38654,11003,selangor,B-ADD,3
38655,11010,vel,O,0
38656,11010,03,O,0
38657,11010,5423228,O,0
38658,11010,fax03,O,0
38659,11010,55423213,O,0
38660,11011,gst,O,0
38661,11011,td,O,0
38662,11011,000381399040,O,0
38663,11012,tax,O,0
38664,11012,invoice,O,0
38665,11012,adjustment,O,0
38666,11012,note,O,0
38667,11013,cash,O,0
38668,11013,inv,O,0
38669,11013,ito,O,0
38670,11013,7003f710,O,0
38671,11014,veg,O,0
38672,11014,date,O,0
38673,11014,08102014,O,0
38674,11015,mara,O,0
38675,11015,resh,O,0
38676,11015,market,O,0
38677,11015,son,O,0
38678,11015,bho,O,0
38679,10982,ground,O,0
38680,10982,floor,O,0
38681,10982,no,O,0
38682,10982,4,O,0
38683,10982,6,O,0
38684,10983,jalan,B-ADD,3
38685,10983,ss,O,0
38686,10983,154b,O,0
38687,10984,47500,O,0
38688,10984,subang,O,0
38689,10984,jaya,O,0
38690,10984,selangor,B-ADD,3
38691,10985,vigs,O,0
38692,10985,ridzuan,O,0
38693,10985,11900,O,0
38694,10986,dd,O,0
38695,10986,08102017,B-TIM,5
38696,10986,1211,O,0
38697,10987,e,O,0
38698,10987,amtcrm,O,0
38699,10988,ription,O,0
38700,10988,up,O,0
38701,10988,iss,O,0
38702,10989,a3,O,0
38703,10989,9,O,0
38704,10989,2,O,0
38705,10989,6,O,0
38706,10989,7,O,0
38707,10989,1491,O,0
38708,10990,0c,O,0
38709,10990,white,O,0
38710,10990,2,O,0
38711,10991,wholemeal,O,0
38712,10991,278,O,0
38713,10991,4,O,0
38714,10991,5a,O,0
38715,10991,112,O,0
38716,10993,0c,O,0
38717,10993,jumbo,O,0
38718,10993,86297,O,0
38719,10993,8,O,0
38720,10993,61,O,0
38721,10993,7,O,0
38722,10993,3,B-ADD,3
38723,10994,total,O,0
38724,10994,0,O,0
38725,10994,suppl,O,0
38726,10994,res,O,0
38727,10994,ra,O,0
38728,10994,82,O,0
38729,10995,crb8scotch,O,0
38730,10995,72,O,0
38731,10995,lo,O,0
38732,10995,1,O,0
38733,10995,0,O,0
38734,10996,total,O,0
38735,10996,6,O,0
38736,10996,supplies,O,0
38737,10996,excl,O,0
38738,10996,gst,O,0
38739,10996,07,O,0
38740,10996,2,O,0
38741,10997,gst,O,0
38742,10997,004,O,0
38743,10998,total,O,0
38744,10998,6,O,0
38745,10998,supplies,O,0
38746,10998,inc,O,0
38747,10998,gst,O,0
38748,10998,07,O,0
38749,10999,total,O,0
38750,10999,supplies,O,0
38751,10999,4682,O,0
38752,11000,total,O,0
38753,11000,payable,O,0
38754,11000,4606,B-TOT,7
38755,11001,e,O,0
38756,11002,received,O,0
38757,11002,above,O,0
38758,11002,goods,O,0
38759,11002,in,O,0
38760,11002,good,O,0
38761,11002,order,O,0
38762,11002,condition,O,0
38763,11004,xe,O,0
38764,11004,recipient,O,0
38765,11004,of,O,0
38766,11004,gardenias,O,0
38767,11004,products,O,0
38768,11004,1s,O,0
38769,11005,sequired,O,0
38770,11005,make,O,0
38771,11005,necessar,O,0
38772,11005,adjustments,O,0
38773,11005,its,O,0
38774,11006,tax,O,0
38775,11006,claims,O,0
38776,11006,on,O,0
38777,11006,baic,O,0
38778,11006,of,O,0
38779,11007,nts,O,0
38780,11007,shown,O,0
38781,11007,in,O,0
38782,11007,this,O,0
38783,11007,tax,O,0
38784,11007,invoice,O,0
38785,11008,note,O,0
38786,11009,re,O,0
38787,11009,print,O,0
38788,11016,gardenia,B-ORG,1
38789,11016,bakeries,I-ORG,2
38790,11016,kl,I-ORG,2
38791,11016,sdn,I-ORG,2
38792,11016,bhd,I-ORG,2
38793,11016,139386,O,0
38794,11016,x,O,0
38795,11027,lot,B-ADD,3
38796,11027,3,I-ADD,4
38797,11027,jalan,I-ADD,4
38798,11027,pelabur,I-ADD,4
38799,11027,231,I-ADD,4
38800,11038,40300,I-ADD,4
38801,11038,shah,I-ADD,4
38802,11038,alam,I-ADD,4
38803,11038,selangor,I-ADD,4
38804,11045,tel,O,0
38805,11045,03,O,0
38806,11045,5423228,O,0
38807,11045,fax03,O,0
38808,11045,55423213,O,0
38809,11046,gst,O,0
38810,11046,ld,O,0
38811,11046,00038,O,0
38812,11046,1499040,O,0
38813,11047,tax,O,0
38814,11047,invoice,O,0
38815,11047,adjustment,O,0
38816,11047,note,O,0
